concept:agriculturalproductcookedwithagriculturalproduct	[-0.1379062606355015, -0.00011685235888262494, -1.1158388877445911e-08, 0.16725484420664744, -0.15143568686351822, -0.0011448061504589927, 0.1537359909338016, 0.014674339893935663, -0.014674330826305834, -9.66703505940248e-07, 1.1638094372963128e-05, -0.01581915628989761, 1.0119201440579978e-08, 0.15371368038153269, -0.15142501454608365, 0.014673276975250941, 0.13790625958084668, -0.1537253196559403, -9.620128021156393e-08, -0.014674329901513924, 1.0245740850498663e-08, -0.15245191670440192, -1.1638096034278528e-05, 0.1525698308294246, -0.014685012338035383, -0.16724330127398143, -0.151423952680744, -0.1378955881898773, 0.0011341549838451137, 0.1525689603407236, -0.15259223757070325, -0.00011791515053965469, -1.1095594402723781e-14, -0.15258050431271075, -0.014674329774859857, -1.0671404775553743e-05, 0.0011448163977478142, 0.13789655489503239, 0.13905097962167792, 0.15372522332799482, -0.15384120504394028, 0.15155350605268442, 0.00011693832937001313, -0.1525922375692909, 1.053107080262054e-09, -0.15143568698864457, -0.15256886411366005, 0.014674243678756983, -0.15143568699029683, 0.014674329774858781, -0.0011438485143538556, 0.0, -0.151435685937062, -0.0010278678209856467, 0.0001276198380241271, -0.00114480615047008, 0.13803378320394225, 0.0011456878110949515, -1.1638108292691223e-05, -0.0011449124981469576, 1.0671404776612483e-05, -0.01352953374487768, 0.15384225681778435, -0.15258051325188984, -9.62149406838966e-08, -0.13905096951638726, -1.3784929328201067e-11, -0.15142598217603162, 0.15384217176111803, -0.1525813737481691, 0.00011694739391436973, 0.15360837095520155, -0.15259214135433924, 1.0394476497294754e-09, -1.0117526988335817e-08, -0.014674339893811122, -9.60881620834543e-08, -0.014663764590981607, 0.00011693832794670247, 0.13676135826713193, 0.001155487660401822, -0.0012617647150539393, 0.0011457829744640415, -0.15155263543735156, 0.1537243517740831, 0.014674329901514974, -0.015702207842864007, -0.1525795365578824, -0.014546719930532987, 0.0011448061518822949, -0.15384120400463938, -0.15257953657000717, 0.15258146996322208, -0.1390509796353384, 0.0011341438391065618, -0.0011448061641305691, -0.001027868875494812, -0.1524635447074038, -0.00011607783167855876, -0.014558358150159]
concept:agriculturalproductgrowninlandscapefeatures	[0.1634625969553807, 0.00015456381777451323, 0.01617866235315489, -0.16347492021031718, 0.1634613511327473, -0.00015456381889912682, -0.1634613600657878, -0.01617617876876528, 0.16330790731688544, -1.1296580452849164e-06, 0.1634478016790926, -0.017688013226792684, 0.016190984573487877, 0.1634601249248572, 0.0014944382960589819, 0.16196567586553368, -0.017671874443264998, -1.4805957877450676e-05, 0.016344428469099503, 0.16344780166991127, -0.01633198920271996, -0.016176188332914825, -1.3549462947972058e-05, 0.0014957932702968123, -0.0014956850744816228, 0.0014943407031913173, 0.16344767489522108, -9.64583438344644e-09, -0.1634613600565119, 0.0161909846633224, 0.16330678747539293, 0.16494348673531462, 0.00015444685136510643, 0.0014808897176453739, 0.16497060528491078, -0.016163866988047403, 0.0014956842003573682, -0.016176179561403315, 0.016177414863561303, 0.0014956859489155888, 0.16330691329508443, 1.3559270310711018e-05, 1.2332026449673996e-05, 0.016176198141300533, -0.016191101702232674, -0.0014956753469641268, 1.2322298940897969e-05, 0.16495704601459932, -0.01619098465516237, -0.0001546800017382455, 0.16346147886151863, 0.01617742530327189, -0.0014969326456638371, -1.2677469019137236e-07, 1.4797123971622609e-05, 1.0409610577438943e-13, 0.0014956850837654129, 0.1634613609401097, -0.1634612438920357, -0.16346136006476567, -0.0015092354915100937, -0.00015456380960577275, -0.01619099358706881, 0.16495691836569124, 1.1617365770968473e-07, -0.14728405268504155, -0.00015580070849119526, 0.16330543337648273, 0.0014958021318492124, 0.17979212281863594, 0.0014956849939248024, 0.1619656864664725, -1.4679183187350042e-05, 1.3558395979879433e-05, -0.1636160418161874, 0.16360236548769347, -0.17964003303008502, 0.016189747602204048, 0.016331998929327178, -0.0014833530388513928, 0.00015445641674495994, -0.16346136102077946, 0.16196555873575016, -0.16196578318703558, 0.00015456294446517004, -0.016190983779800695, 0.16330679800482603, 0.16330691416942306, 0.016177415657438347, -0.0014956947919931348, 0.16347492021133941, -0.0014955672328241917, -0.16361592475891434, -0.16196566693270825, 0.0001693503326664771, -0.00015321952808070068, -1.3558396899721696e-05, -0.0014956851562584056, -0.16347492021032503, 0.01468286022232694]
concept:sportfansincountry	[-0.01297079445010108, -0.0014583014988944498, 0.1645913209153894, 0.014323171763030393, -1.3037689903268639e-05, -0.17889039197594497, -1.2928982402773418e-05, 0.16458935460699958, 0.0014703475862635454, 0.16606156905298583, -0.1645893460877227, -0.17890146416260286, -0.1647202376340749, -0.16617972281012303, -8.519823851477572e-09, -0.0013413220944341604, -0.17890147275914967, -1.3029312339993359e-05, 0.00012902637314936427, -0.00013000872264109126, 6.885688295636466e-12, -0.1645902383061946, -1.2054614027543451e-05, -0.1647204466715578, 0.17903245443237226, -0.00013099173517277466, -0.001328301366964483, 7.39020545220837e-10, -0.014323163236823512, -0.01445318121260726, 0.1645913209085537, 0.014428988854951077, 0.01282666542826166, 0.14893789000377478, -1.2046891419129248e-05, 9.823564277214007e-07, 0.00012903401848267975, 0.0014714224728546953, 0.16459033783207624, -0.16311801534726983, -0.014323172560245474, -0.01431112654961038, 0.01431122592739028, 0.16459132090855408, 0.00013000865809801703, -0.00011786231227591409, 0.0014714309984147412, 0.16444926697927875, -0.16459132098571938, -0.0014723223430429516, 0.01578246499994053, 0.0014712305527755153, -0.16471936325935665, 0.014323272015201002, 0.1645903462043457, 1.0025850885943143e-07, 0.0013292760001860737, -0.0014713307399055711, -0.16446032830632346, -1.3028502493171238e-05, -0.16459034628156022, -0.0014713307336179462, 0.014193171553779388, -0.00011697169403137294, -0.16311910647628808, -0.16458936305648905, -9.831536428023485e-07, 0.16459043022626868, 7.326719610416959e-10, 0.01283979412481973, 0.1787714547839577, -0.16459033855841468, 0.000130008644923973, 0.01431004226291319, 1.2046094248077571e-05, 0.17890048020545193, 0.014323163307102817, -0.014441243021703916, -0.16459132084396066, -1.2045284301017823e-05, -0.0014591843934920194, 0.014440151166396291, 0.00013000858092752324, -1.0018767739294415e-07, -0.0014713307404580886, 0.1789014633590444, 0.014311134265830246, 0.0001300179688537011, -0.0014704401290441239, -0.16298888959054925, -0.17889040901499062, 0.15040813732513061, -0.014310133995310153, 0.1502792035720417, 0.014181108419883636, -0.000130017165300406, 7.645383630746527e-09, -0.1502792112888541, 0.014310142444251911, -1.2054607733650954e-05]
concept:beveragemadefrombeverage_inv	[0.1931995250433314, -0.020098320545633246, 0.19318126997464702, -0.19317985277120228, 0.19341184567754494, 0.020080064560713366, 1.2196013048107396e-07, -0.0022945335931263346, -0.1931643984101399, -0.020098319629398, -1.2835182948774424e-06, 0.020293902562310034, 0.020312291409083763, -0.1730829385272914, 1.527276122584147e-06, 1.8266886561928082e-05, -1.406308304498307e-06, -0.002100335173398074, 0.19318125998802155, -1.3944913370353945e-06, 1.1810306363564628e-08, 1.283432996879205e-06, -0.00021103545434005108, 0.00021232063413220847, 0.002082068363812006, -0.19109765080101743, 0.00019417479162549094, -0.02008133800725536, 0.018000786094831526, 0.02029391347242239, -0.019887285175681148, -0.0020820800880105485, 0.19339229535796487, -0.0020819591376340903, -0.1931629803684862, -0.00019418660942192913, -1.4064019033482894e-06, 1.2104323572576066e-07, -8.527795561581953e-11, 1.967412098323266e-05, -0.19109904611476136, 1.8389762688356372e-05, -0.1730983927102868, 0.02009960480942934, -0.020081471785923868, -0.020099727770764533, -1.5291851815651366e-06, 0.0002125637227060448, 1.3944914171415388e-06, -0.002080672785823092, 0.19319811965019304, 0.00019416305911614497, 0.002312789585459175, -0.020099725939422237, -0.020101011110172578, -1.82551541327955e-05, 1.4072160785632095e-06, 0.002098952483235795, -1.81449265105344e-05, 0.00021233153592364862, 1.229530945027945e-07, 0.002080672862800185, -0.002062407731413174, -0.19319811965109307, -0.19318113711271395, 0.0020836193525165165, 0.19132860319219192, 0.0020819590522659056, 0.19341197945621136, 0.02010101028686554, -0.00209895340762262, 1.8377019685287153e-05, 0.19318138104128801, 0.00021242986039010149, -0.1950522919053392, -0.19318125915813353, -0.19316299310317828, 0.020099726854608382, -1.4062238563865821e-06, 1.210522861222256e-07, -0.19110059710271513, -0.020119399134308803, 0.00021256363741908128, 0.002080673787187117, 0.19318124725505703, 0.00021244176437552843, 0.020099715962097826, -0.020099725938611333, 0.020310763131505937, 0.19317985183931427, 0.002083486405536004, 1.4063091332162079e-06, -8.536818494615122e-11, 0.020081582005075822, -0.19320105431388124, 0.19296881648689387, -0.0020819571432169406, -0.19526321812519168, 1.8278788747497563e-05, -0.00021244260175475878]
concept:emotionassociatedwithdisease_inv	[-2.028427110365711e-05, 0.20324728555421503, -1.6803410143634166e-08, -1.6040512443004388e-10, 0.2034241975927891, -0.0017259117492272253, -1.363250617584105e-13, -2.0282661233815925e-05, -0.20493282452051031, 1.4238370267244398e-14, -0.0017075276729629537, -0.021179519381614467, -0.2032453834127379, -1.4860593817354166e-11, 0.20495293161933228, -0.2034223120791931, -0.01911987548787139, -0.20306865441382005, -0.20342247278790965, 0.18565440637300593, 0.2032433223371733, -0.0017058235443504833, 0.20306831246570678, 0.000176730784040572, -1.2184976139955586e-15, -1.783709511057667e-09, 2.0795036923280732e-06, 0.0017056442515773769, 2.0284446355148268e-05, 0.00170564441058335, 0.0015287341869634093, 0.0017056461955531148, 1.902300330321896e-06, 0.0175911414775468, -2.0286376594469366e-05, -2.0105138598131508e-05, 0.001705823559321588, -0.019296608233672463, -0.00017692704187523265, -0.20326566800423923, 0.019298686272778517, 0.02100260930204354, -0.017589222519227683, -0.0015285566615283169, 0.20324536839458932, 1.6262411915250587e-09, 1.5886733531164023e-10, -0.0016855224849605507, 0.01929868609766325, 0.0017075447955068176, -0.0001769100795848241, 0.1839466973016414, -0.20493074504665335, -0.20495119195529707, -0.0017259454834039018, 0.2032453851978618, 0.01929470607722544, 0.001705627623560025, -0.017591141651399387, 0.00017518900241740294, 0.019473695820907865, 1.9609602903118085e-07, -0.0017259286965193611, 2.0480527247381558e-05, -0.017611425908918184, -0.017593058809487302, -0.1837697891658665, 0.0001769118633072422, -2.028442995552427e-05, 0.020980407698849155, -1.8107940422505365e-07, 1.6801883817419242e-08, -0.0017056442650234642, 0.001703744055490498, 0.00017707257190033076, -1.917156838009043e-06, -0.00017692686648606255, 0.2032453851964602, -0.01912161352579117, -0.019296785742832678, -0.18395049982368916, 0.20324728719264076, 1.4847810874792526e-11, -0.001705627318008875, -0.18377168937555358, 1.498646010792578e-11, 1.7042888954180158e-06, 0.001703727093214339, -0.00017691187969283092, -0.019119875663122992, -1.8221554281766576e-05, 0.20307037371809167, -0.01929678574130756, -0.019296768942239622, -0.019276322178863207, -0.01929488537263216, 0.1839688837262385, 0.20495103107287863, 1.7701220892935438e-09, 0.019296606448551017]
concept:personbelongstoorganization_inv	[-0.18796917968558247, 0.0196028816420093, 0.019602880094526993, 0.18570105307147539, -0.1879671562048984, -1.548715554221035e-09, 0.00019471919248813547, 0.00019451366760729058, -0.18568253479399002, 0.019604714185344436, 0.1879506957610092, -1.5364383537539532e-10, 0.1881635365899941, 0.0001963461987932055, 0.1879873194320039, 1.851671681875033e-05, -0.0022661226264682173, 1.547595622312076e-09, 0.00228462308823417, 0.00019454631704077973, -0.00021486430986528577, 0.18797082309945276, -0.00019451352592597578, -1.8498644076052005e-05, 0.002284812192580625, -0.18794865744436212, -1.4071297452647051e-09, 0.019410168009777694, 0.019604730722432757, 0.00019452992266088133, -0.18796917982717007, -1.8326728672297225e-06, -0.019604714325811075, -0.0002130302308971506, 0.01962319824189846, 1.8484067394026037e-05, 0.002284417445688488, -0.1902517805479553, -2.021943721518539e-06, 0.0001945299096916418, 0.18796900682210596, 0.019604715874537493, 0.019410166603883033, 0.0001945463170498159, -0.0001945300511765608, 1.8938863165031123e-07, 1.6383557802842587e-08, -0.00019452837282366307, -0.019408368129156927, 0.18798747435227958, 0.019625047321220668, -0.019604905145579922, -0.0022827918213751152, -0.01960471432694092, 1.8925899699890466e-07, -1.8911740849787954e-07, -0.0024789634794702303, 0.18795050817913994, -0.18775595863603733, -0.01960490358603229, 0.1881635203481158, -0.000194719322124519, 0.01942866987877516, 0.002284639342063631, 0.19044814329589305, -0.0022864540719181423, -1.849878668088203e-05, -0.00017603114781772474, 0.002284621256342584, -0.019604525066814264, 0.0001945299106055261, -0.019410184393439944, -1.7941882779991806e-08, 0.18777261143656412, -1.6651254051987442e-05, -0.00021302869535609048, 0.017494272041764358, -0.18796897390031939, -0.18796899042647222, 0.00021321934830566933, 1.85003093464033e-05, -0.00017584034124483493, -0.002090076617550327, -0.0022848121937112313, 0.01979741171607241, -0.019604696371977315, 0.18796880102600108, -0.18796899197417122, -0.019604732270039064, 0.01962340531447028, -0.01979924410688451, 0.1904483326943501, 0.18796715776567022, -0.18797082309833194, 0.18798730150096202, 0.19025546244049818, -1.8326728573275006e-06, 1.850046289568237e-05, 1.8342204628416001e-06, 0.18796899055510044]
concept:agentcontrols_inv	[-0.20082361392139986, 1.5575012483069936e-05, 0.001737007700125459, -0.019230830593087764, -0.01921511872564569, -0.21985371124717934, -0.20257791955133925, 0.0017525582275599721, 1.3978052906612768e-05, 0.00016959548474517863, -0.019230982371205577, 0.019230819686006696, 0.017478411787217995, -0.20083916455297687, 0.019215419612141536, 1.5564106299044618e-05, 1.5032779504541875e-07, 1.5561559565294334e-05, -1.5044279653258043e-07, -0.2025761721380216, 0.0017370076871429585, -1.5562780939739136e-05, -0.2200390199436667, 1.596960565012722e-06, 0.0017527210279184844, 0.0019221781964573119, -1.4466317873981977e-06, 0.019215269158486634, -0.00018517049633179735, -0.20082358932142244, -0.001752710005749734, 1.5550527592713944e-05, -0.18157735864550312, 1.5969705140223916e-06, -1.5032779443228153e-07, 0.019045661316252006, -9.826248451793605e-13, 0.00018515825483177595, -0.019416002424898573, 0.00016959548392723127, 0.019232579446930947, -0.001750973613624736, -1.2242493883385765e-08, 0.019232442455997704, -0.2008080266782711, -0.2025760094626201, -0.20082345135095872, -0.01923084416102008, 0.02116856053746348, 0.20276134264529755, 1.747517374454614e-06, -0.0017681196612711616, 1.6268520534596492e-07, -0.00016973367426723686, 9.95612206141354e-12, -1.571466515877276e-05, -0.019215280064598723, -1.5969486519796363e-06, -0.20082360179382774, -1.598180957490408e-06, 0.0017525704690723566, -0.001939336588682715, -0.20257633471826017, -1.5968446535184568e-06, -0.2008391644478452, -0.220038881638379, 0.22199216233022948, 1.5970745851013127e-06, 9.82635993128684e-13, 0.2008391523104097, 0.00016974726392413126, 0.0017527207960359211, 1.5702191684596628e-05, 0.00018531002313930417, -0.0017681196603610875, 0.019230844160117187, 0.0015674135397498374, 0.001752558226655829, -0.18335931814547324, -0.20082360156383186, -0.20276133041374766, -0.0015674122143982574, 1.5045381380564206e-07, -1.3965821271144166e-05, -0.00018357342280856051, 1.504428749249601e-07, 0.0001851582647748772, -0.019230830592112207, -1.556276909801948e-05, 0.019244797853987448, -0.22199215009973428, 1.5847062418730895e-06, -0.017476526184457365, 0.2008251862809263, -9.1002939918408e-13, -0.0015690106143408358, 1.557501248305879e-05, -0.019061236443670443, -0.18157720686533435, 0.0017541553012474073]
concept:clothingtogowithclothing_inv	[-0.0014057318321836524, 0.01566178314832898, 0.17262524937624874, 1.0437268225091188e-05, 0.15655680773797376, 9.57956298868665e-07, 1.0539036466618454e-05, -0.17247861444355675, -0.015796157805139155, -0.01566188665778252, 0.17095958603350545, 0.17404130699589052, 0.0015408599658134194, -0.18842140708839433, 1.0446980809698083e-05, -0.00013427201456561993, -9.21472071696964e-08, -1.0344253096994388e-05, -1.042684432965955e-05, -0.00013522997903487314, 0.00014566637259901433, 0.015797115691786403, -0.015806594198635546, -0.00013523076836182145, -0.015807552163173248, 0.0016760803875768262, -0.17248915348001698, 0.015797115691726482, -0.0016759881774651316, 0.00014566716937797786, -0.00013522997909542586, 0.1709377535325254, -0.17390511905297135, -0.17261394611974604, 0.015786668950852574, -1.139523269504336e-05, 0.17248809375469884, -0.17234242651423826, 0.0001361782379199937, 0.15682620796418448, -0.015807563618419052, 0.15515011794125944, -0.014255298714053722, -1.0446818895775254e-05, 1.0437260705322809e-05, 0.017348413082514228, -0.015797115847558198, -0.015797115768963643, 9.588399834756064e-07, -0.17248894995184422, 0.1724993880946702, -0.17249938714134191, 0.1724890517193002, -0.0001361888183597757, 0.1723528636969959, 0.0001361879436317811, 1.0437261424448553e-05, -0.01565144860101666, -1.0437268225081613e-05, 9.579644700096228e-07, -0.17262427199255242, -0.15655670508898836, -0.0001351282116452682, -0.001529455175719906, 1.043639343075095e-05, 0.17248809462949252, 1.04372599876046e-05, -0.0015407582755945172, 0.17248894906953727, 1.017668646615237e-07, -0.17094819175342107, -0.188287217515179, 0.17248904209139962, 0.015807543339569335, 0.0015398098616624524, -0.001530422698306822, 0.17080252442821145, -0.017202644941620316, 0.01579710526710614, -0.17401937272738735, 0.00013522997909542586, 0.01733798456661133, 9.675931561278535e-07, -0.17094818292987768, -0.0015408600355978014, -1.1395240280506267e-05, -0.171072975633182, 0.0157961666361288, -0.0015409627572226304, -0.1708130539140073, -0.17247861532587022, -9.570897419096889e-07, -9.468793613288094e-06, 0.01579711576967622, 0.015797106228027085, -0.0158075442923791, 0.0015408601217778847, -1.0529337483210652e-05, -0.17261384443089686, 0.15669097797756928]
concept:cityliesonriver	[0.19362501010296782, 0.19346910394612402, 0.01866711636619495, 0.0017349369855402703, -0.00013336357289512425, 0.01723560647241488, -0.00014523296861103927, -1.175702960397734e-05, -4.163935451904893e-14, -0.018800695397283494, 0.1936260947236805, 0.1936378699186986, -0.0017337318693489184, -0.1955169469033317, -0.19377133658991308, -0.0001569989686579903, 0.1934809741267809, -0.21229342747923982, 0.01881234926143464, 0.00015819419044551514, -0.19362740308480475, 0.19348097412118065, 0.19362501088239184, 1.083780742108199e-06, 0.0017338351189058066, 0.0017456103200818183, 0.0001452328958316064, 1.175788137470096e-05, 9.41401025631472e-08, 0.21243845302884876, 0.19362610376694336, -0.018812358232344225, 0.0017337409177443969, 0.1918795039524557, -0.0017220780169175834, 0.0017219649498855006, -1.0317721130426042e-07, -0.018667107329557245, -0.00014523289527765466, 0.000145232975232578, 0.01895747883489278, 0.018800584023447777, -1.1775189414484789e-05, 0.018813545323702444, -0.0017219739926395128, -0.00014524193948633565, 0.00014522392487335375, -1.1870175094922546e-05, 0.001734937898885829, -0.017078506012604435, 0.0017325357404142947, -0.018812340218209676, -0.0017454971017742615, 0.02054728624803451, -1.196140646686501e-06, -0.19363797309595163, 0.0017219838096852547, -0.19550518075820178, 0.19347977797438012, 0.17481266084718208, -0.018957591128179914, -1.0936634632693248e-06, -0.001588620315632636, 0.0017326563036145876, -0.19534818178390265, 0.00015699077814871753, 0.018812245938627688, 7.893321138264735e-11, 0.0017337499609281306, 0.19362511420523676, 0.018958779145067516, -1.1766085605054665e-05, 1.1775895471296824e-05, 0.01882421858428449, -1.2953097524779579e-05, -0.19377034709538554, 0.00015819504269058777, 0.01881235010806873, 1.0332284120624285e-07, -0.001745516107121359, -1.0317725294361495e-07, 0.00015698993770310295, 0.020691425479373773, 0.19190423210444396, 0.01881235914513955, 0.1934797771339307, 0.018813545329818698, -0.000156989932102814, -3.654460644418337e-16, -0.00014533537199376304, -0.00014523374187713374, -0.1936144318952829, 0.0017454971017742185, 0.0017337400716155907, 0.21258498523646782, 1.0928178887482187e-06, 0.19537161160462557, -0.018824209547730474, 0.02055785625913519, -1.0318383583105787e-07]
concept:agriculturalproductincludingagriculturalproduct	[0.00026780352898596056, -1.903335401416587e-05, -0.0027770642752130022, -0.2030582976549373, 0.000245159499825768, 0.20003613121024283, 2.1057603639897777e-05, -1.848631241815203e-08, -0.021316247645095127, 0.002531884575007288, 0.20279232283402182, 0.02156140703715128, -1.3326958180320096e-10, -0.002775240298407389, 0.20279412516688344, 0.20306034684727728, 0.20306012505146426, 0.021561405580407908, -0.0002469662885700012, 2.08573175273785e-05, -0.20256619219575117, -2.0199602572330572e-07, 0.205343237729457, -0.021337083319853765, 0.20308094208148914, -2.0857304347899622e-05, -0.021316244501734104, -0.20559020428340968, -0.20305832101994775, 0.00024698636587020114, 2.0838683885437127e-05, 0.021314218661015683, -1.8070661513702014e-06, 1.8271202640337973e-06, 1.8070540322179347e-06, -0.20281318015048794, 0.021584049608498655, -0.20303930616532997, 0.021561407025033025, 0.20256619365249443, 2.2206216214681365e-07, 1.903189726050614e-05, 0.2028131584966395, 1.8070673164111134e-06, -0.00022633275746131122, -0.02158405118735598, -0.00024719007393875464, 2.0370805703615429e-07, 0.021563212647735624, -0.0027770456658198473, 0.20281317857365652, -0.02156319242319009, 0.021561408736098776, -1.9033354980721334e-05, 0.20256799768430364, -2.1655004002369342e-08, 1.825554594495315e-06, 0.002777045786864459, 0.021582245843160975, 2.006498176283333e-08, -0.0002469664217440556, -0.02154056978471156, -0.021540569797901338, -0.00022432199421721632, 2.083724138161411e-05, 1.9031776112170666e-05, 1.8070663507675806e-06, 0.20279232125622376, -0.002775240176300717, 0.2027923412001609, -0.2028342178111686, 0.002777045640499701, -1.9031898227162928e-05, -2.0078171475587038e-08, 0.021561407026093164, 1.8255535343488405e-06, -0.000246967865402528, -0.021582244132179428, 0.003024010509766813, 0.021540568207006866, -0.00022612918142250914, 0.2028149623829459, -0.02131420001736459, 0.0027770255775457324, 2.0615153901235294e-05, 1.8038985200450426e-06, -1.0601577328786896e-12, -0.0027768436444646784, 0.20281494389567814, 0.021582446261379215, 0.0002678052389936675, 0.0002469864870093272, 2.0837106181747237e-05, 0.02131419845160145, 0.20303748206854938, -0.20559000215313936, 0.021563212500205802, -0.0027770271542827654, -0.0002471867851579794, -2.1059447881625433e-05]
